8,8
7,10
6,8
7,9
8,11
5,13
5,10
4,11
2,9
5,11
5,10
6,11
4,13
3,10
3,10
2,9
6,18
5,10
-2,15
5,21
3,12
1,8
4,9
3,12
2,8
3,8
5,14
2,13
3,13
4,17
4,16
2,18
2,12
0,9
3,11
0,7
1,4
0,8
2,11
-9,-6
-12,-17
-7,-9
-7,-5
-8,-11
-6,-14
-11,-15
-5,-14
-6,-17
-8,-13
-6,-11
-8,-10
-7,-10
-5,-8
-5,-10
-1,-12
-3,-10
-3,-15
-2,-9
-3,-9
0,-3
0,-3
-6,-9
-3,-11
-1,-16
-3,-13
-3,-21
-2,-18
-1,-11
-3,-11
-1,-14
-1,-12
0,-10
0,-10
0,-11
0,-9
0,-10
0,-9
0,-7
0,-2
